glottocode,name,isocodes,level,macroarea,latitude,longitude
mimi1245,Mi Mijivin,,dialect,Africa,,
mimi1241,Mimi-Nachtigal,,language,Africa,14.302046,20.724106
mina1273,Mina,,dialect,Papunesia,,
mina1276,Mina (Cameroon),hna,language,Africa,10.38053,13.84054
mina1279,Minaean,inm,language,Eurasia,,
mina1267,Mina (India),myi,language,Eurasia,23.7425,74.5977
mina1270,Mina Mina Gorong,,dialect,Papunesia,,
mina1271,Minangali,,dialect,Papunesia,,
mina1268,Minangkabau,min,language,Papunesia,4.17,96.25
mina1274,Minanibai-Foia Foia,mcv,language,Papunesia,-7.61717,144.011
mina1269,Minaveha,mvn,language,Papunesia,-9.59922,150.501
minb1244,Min Bei Chinese,mnp,language,Eurasia,27.05,118.32
minb1243,Minbu,,dialect,Eurasia,,
mind1254,Minda,,dialect,Africa,,
mind1256,Mindanao,,dialect,Papunesia,,
mind1257,Mindanao Visayan,,dialect,Papunesia,,
mind1262,Mindéra,,dialect,Africa,,
mind1263,Minderico,drc,language,Eurasia,39.5144,-8.68866
mind1255,Mindiri,mpn,language,Papunesia,-5.54613,146.138
mind1253,Min Dong Chinese,cdo,language,Eurasia,26.0,119.5
mine1239,Mineo,,dialect,Africa,,
ming1254,Mingang Doso,mko,language,Africa,9.25942,11.295
ming1253,Mingbari,,dialect,Australia,,
ming1252,Mingrelian,xmf,language,Eurasia,42.5129,41.8719
ming1255,Mingxi,,dialect,,,
minh1238,Minhe,,dialect,Eurasia,,
mini1252,Miniafia,,dialect,Papunesia,,
mini1256,Minica Huitoto,hto,language,South America,-1.54535,-73.1107
mini1253,Minidien,wii,language,Papunesia,-3.59408,142.33
mini1251,Minigir,vmg,language,Papunesia,-4.31803,152.005
mini1250,Minir,,dialect,Eurasia,,
mini1254,Miniwaki,,dialect,North America,,
minj1241,Minjori,,dialect,Papunesia,,
minj1242,Minjungbal,xjb,dialect,,,
mink1237,Minkin,,language,Australia,-17.736653,139.541931
minn1249,Minna,,dialect,Africa,,
minn1241,Min Nan Chinese,nan,language,Eurasia,24.5,118.17
minn1250,Minnesota Border Chippewa,,dialect,North America,,
mino1244,Mino,,dialect,Papunesia,,
mino1236,Minoan,omn,language,Eurasia,,
mino1243,Minokok,mqq,language,Papunesia,5.43348,116.759
minr1238,Minriq,mnq,language,Eurasia,5.01108,102.047
mint1239,Mintil,mzt,language,Eurasia,4.59376,101.986
minu1238,Minungo,,dialect,Africa,,
miny1239,Minyong,,dialect,Eurasia,,
minz1235,Min Zhong Chinese,czo,language,Eurasia,26.0686,117.376
minz1236,Minz Zhuang,zgm,language,Eurasia,23.33,105.5
mios1237,Mios Num,,dialect,Papunesia,,
miqi1235,Miqie,yiq,language,Eurasia,25.3,102.301
mira1253,Miramar Chontal,,dialect,South America,,
mira1254,Miraña,,dialect,South America,,
mira1251,Mirandese,mwl,language,Eurasia,41.5375,-6.38371
mira1252,Miraski,,dialect,Eurasia,,
mird1238,Mirdha-Kharia,,dialect,Eurasia,,
mire1238,Mire,mvh,language,Africa,9.69132,16.9932
mirg1238,Mirgan,zrg,language,Eurasia,23.43055,81.33599
miri1267,Miri,,dialect,Africa,,
miri1271,Miri (Arunachal Pradesh),,dialect,,,
miri1268,Miriei,,dialect,Papunesia,,
miri1269,Miri (Malaysia),,dialect,Papunesia,,
miri1270,Miriti,mmv,language,South America,0.58896,-69.7432
miri1266,Miriwung,mep,language,Australia,-16.3596,128.889
mirk1238,Mirkuk,,dialect,Papunesia,,
mirl1238,Mirlong,,dialect,Eurasia,,
mirp1239,Mirpuri,,dialect,Eurasia,,
mirp1238,Mirpur Panjabi,pmu,language,Eurasia,33.5582,74.3713
mirr1240,Mirriam,,dialect,Africa,,
mirz1238,Mirzapuri,,dialect,Eurasia,,
mish1244,Miship,mjs,language,Africa,9.20477,9.33752
mish1242,Mishulundu,,dialect,Africa,,
misi1244,Misim,,dialect,Papunesia,,
misi1243,Misima-Paneati,mpx,language,Papunesia,-10.6821,152.696
miny1240,Mising,,dialect,,,
misi1242,Mising-Padam-Miri-Minyong,mrg,language,Eurasia,27.418,94.69
misk1235,Mískito,miq,language,North America,15.1576,-84.2942
misk1242,Miskolc,,dialect,,,
misl1238,Misles,,dialect,Eurasia,,
mism1239,Misman,,dialect,Papunesia,,
maya1282,Misool-Salawati Ma'ya,slz,language,Papunesia,-1.22329,130.909
miss1249,Missouria,,dialect,North America,,
mith1236,Mithaka,,language,Australia,-25.13606725,139.598447
miti1241,Miti,,dialect,Eurasia,,
miti1242,Mitiaro,,dialect,Papunesia,,
mitl1235,Mitlatongo Mixtec,vmm,language,North America,17.16,-97.1757
mitl1236,Mitla Zapotec,zaw,language,North America,16.86849,-96.29434
mitt1253,Mittu,mwu,language,Africa,7.45616,29.0002
mitu1240,Mituku,zmq,language,Africa,-1.57031,25.104
miuu1237,Miu,mpo,language,Papunesia,-5.88037,149.557
miut1238,Miutini,,dialect,Africa,,
miwa1242,Miwa,vmi,language,Australia,-14.3484,126.921
mixe1283,Mixe de San Juan Cotzocón,,dialect,North America,,
mixe1288,Mixed Great Andamanese,gac,dialect,,,
mixi1241,Mixifore,mfg,language,Africa,10.6822,-14.385
mixi1242,Mixistlan,,dialect,North America,,
mixt1425,Mixtepec Mixtec,mix,language,North America,17.3317,-97.8791
mixt1426,Mixtepec Zapotec,zpm,language,North America,16.1724,-96.2372
miya1266,Miya,mkf,language,Africa,10.9234,9.71505
miya1259,Miyako,mvi,language,Eurasia,24.7564,125.363
miya1260,Miyako-Jima,,dialect,Papunesia,,
miya1257,Miyatnu,,dialect,Papunesia,,
miya1258,Miyazaki-ben,,dialect,Papunesia,,
miye1238,Miyemu,,dialect,Papunesia,,
miyo1238,Miyobe,soy,language,Africa,9.94366,1.33302
miza1238,Miza,,dialect,Africa,,
mizm1238,Mizmast,,dialect,Eurasia,,
lush1249,Mizo,lus,language,Eurasia,22.6138,92.6247
mizu1238,Mizulo,,dialect,Africa,,
mkuu1238,Mkuu,,dialect,Africa,,
mkwe1238,Mkwet,,dialect,Africa,,
mlab1235,Mlabri,mra,language,Eurasia,18.5533,101.163
mlah1239,Mlahsö,lhs,language,Eurasia,37.0311,41.2209
mlap1238,Mlap,kja,language,Papunesia,-2.57316,140.264
mlom1238,Mlomp,mlo,language,Africa,12.8318,-16.5383
mmaa1238,Mmaala,mmu,language,Africa,4.52188,11.0599
mman1238,Mmani,,dialect,Africa,,
mmen1238,Mmen,bfm,language,Africa,6.43213,10.2541
mnga1238,Mngahris,,dialect,Eurasia,,
mnon1261,Mnong Gar,,dialect,Eurasia,,
mnon1260,Mnong Kwanh,,dialect,Eurasia,,
mnon1262,Mnong Rolom,,dialect,Eurasia,,
moaa1237,Moa,,dialect,Papunesia,,
moab1234,Moabite,obm,language,Eurasia,,
moba1244,Moba,mfq,language,Africa,10.9496,0.159565
mobi1236,Mobilian,mod,language,North America,30.47,-91.75
mobo1238,Mobou,,dialect,Africa,,
mobu1235,Mobumrin Aizi,ahm,language,Africa,5.26847,-4.47303
mobw1234,Mobwa Karen,jkm,language,Eurasia,,
moch1255,Mócheno,mhn,language,Eurasia,46.4916,10.8087
moch1256,Mochi,old,language,Africa,-3.33743,37.3357
moch1259,Mochica,omc,language,South America,-8.01667,-79.0
moch1257,Mocho,mhc,language,North America,15.4538,-92.1734
moch1258,Mochuelo-Casanare-Cuiba,,dialect,South America,,
moco1246,Mocoví,moc,language,South America,-28.097,-60.4145
modd1238,Mod,,dialect,Africa,,
moda1242,Mo'da,gbn,language,Africa,6.1463,29.7355
moda1244,Modang,mxd,language,Papunesia,0.80793,116.573
mode1250,Modea,,dialect,Africa,,
mode1249,Modele,,dialect,Africa,,
arag1246,Modern Castilian of Aragon,,dialect,Eurasia,,
mode1248,Modern Greek,ell,language,Eurasia,42.3224,24.8699
hebr1245,Modern Hebrew,heb,language,Eurasia,31.1056,35.0179
modo1248,Modo,,dialect,Africa,,
modo1249,Modole,mqo,language,Papunesia,1.40199,127.752
moer1240,Moere,mvq,language,Papunesia,-4.62246,145.458
mofu1239,Mofu (Biak),,dialect,Papunesia,,
mofu1248,Mofu-Gudur,mif,language,Africa,10.567,14.0314
mofu1251,Mofu-Gudur Sign Language,,language,Africa,,
moga1249,Mogami,,dialect,Papunesia,,
moga1246,Mogana,,dialect,Africa,,
moga1247,Moganda,,dialect,Africa,,
moga1248,Mogareb,,dialect,Africa,,
mogh1246,Moghamo,,dialect,Africa,,
mogh1245,Mogholi,mhj,language,Eurasia,34.2504,62.2802
mogu1251,Mogum,mou,language,Africa,11.5199,18.6082
mogu1253,Mogum Déle,,dialect,Africa,,
mogu1254,Mogum Diguimi,,dialect,Africa,,
mogu1252,Mogum Urmi,,dialect,Africa,,
moha1256,Mohave,mov,language,North America,34.8866,-114.599
moha1258,Mohawk,moh,language,North America,43.72,-74.66836
mohe1244,Mohegan-Montauk-Narragansett,mof,language,North America,41.8581,-72.1701
mohm1238,Mohmand,,dialect,Eurasia,,
mohr1238,Mohrano,,dialect,Eurasia,,
mohu1238,Mohung,,dialect,Eurasia,,
moii1254,Moi,,dialect,Papunesia,,
moii1253,Moi 1,,dialect,Eurasia,,
moic1236,Moi (Congo),mow,language,Africa,-1.72413,16.4556
moii1235,Moi (Indonesia),mxn,language,Papunesia,-0.96532,131.52
moik1239,Moikodi,mkp,language,Papunesia,-9.60232,148.312
moin1242,Moinba,mob,language,,,
moin1241,Moingi,mwz,language,Africa,1.20615,23.5035
moit1238,Moitanik,,dialect,Africa,,
moji1238,Moji,ymi,language,Eurasia,23.086,103.464
mokk1243,Mok,mqt,language,Eurasia,18.9117,99.5821
moke1242,Moken,mwt,language,Eurasia,10.1474,98.6765
moke1240,Mokerang,mft,language,Papunesia,-2.01602,147.423
moki1238,Mokilese,mkj,language,Papunesia,6.65651,159.776
moki1243,Mokilko,,dialect,Africa,,
mokk1242,Mokkan Tila Sadri,,dialect,Eurasia,,
mokl1243,Moklen,mkm,language,Eurasia,8.16761,98.3176
moko1255,Mokola,,dialect,Africa,,
moko1243,Mokole,mkl,language,Africa,11.0438,3.05998
moko1256,Mokolo,,dialect,Africa,,
moko1254,Mokong,,dialect,Africa,,
mokp1238,Mokpa,,language,Africa,,
mokp1239,Mokpwe,bri,language,Africa,4.24178,9.23887
moks1249,Moksela,vms,language,Papunesia,-3.098,128.654
moks1248,Moksha,mdf,language,Eurasia,54.1855,42.6728
amol1235,Mol,alx,language,Papunesia,-3.46843,142.532
mola1238,Molale,mbe,language,North America,44.556,-122.857
molb1237,Molbog,pwm,language,Papunesia,7.956663,117.030502
mold1248,Moldavian,mol,dialect,Eurasia,,
mold1243,Moldova Sign Language,vsi,language,Eurasia,47.107,28.694
mole1238,Molengue,bxc,language,Africa,1.3718,9.61289
mole1239,Molet,,language,Papunesia,,
moli1247,Moli,,dialect,Papunesia,,
moli1246,Moliba,,dialect,Africa,,
moli1248,Molima,mox,language,Papunesia,-9.57457,150.614
moli1245,Molisano,,dialect,Eurasia,,
moll1242,Mollo-Miomafo,,dialect,Papunesia,,
molm1235,Molmo One,aun,language,Papunesia,-3.38127,141.806
molo1257,Molo,zmo,language,Africa,10.793,33.5677
molo1258,Molo (Central African Republic),,dialect,Africa,,
molo1262,Molof,msl,language,Papunesia,-3.41946,140.557
molo1261,Molo (Indonesia),,dialect,Papunesia,,
molo1266,Moloko,mlw,language,Africa,10.7933,14.2521
molo1259,Molo (Nyamusa-Molo),,dialect,Africa,,
molo1260,Molot,,dialect,Papunesia,,
molu1245,Moluche,,dialect,South America,,
molu1244,Molunga,,dialect,Africa,,
moll1241,Mol (Vietnam),,dialect,Eurasia,,
moma1242,Moma,myl,language,Papunesia,-1.4313,120.009
moma1243,Momare,msz,language,Papunesia,-6.3409,147.79
momb1253,Mombe,,dialect,Africa,,
momb1254,Mombo Dogon,dmb,language,Africa,14.376155,-3.664799
nucl1452,Mombum,mso,language,Papunesia,-8.27141,138.773
momi1241,Momi,,dialect,Africa,,
momi1242,Momina,mmb,language,Papunesia,-4.812,139.821
momj1237,Mom Jango,ver,language,Africa,8.8658,12.7473
nort2917,Momogo-Pupis-Irogo,nks,language,Papunesia,-4.89854,138.405
fass1245,Momu-Fas,fqs,language,Papunesia,-3.10868,141.64
momu1241,Momuna,mqf,language,Papunesia,-5.04431,139.26
momv1238,Momveda,,dialect,Africa,,
monn1252,Mon,mnw,language,Eurasia,15.49394,98.122465
mona1241,Monastic Sign Language,mzg,language,Eurasia,41.9026,12.452
mond1263,Mondo,,dialect,Africa,,
mond1264,Mondogossou,,dialect,Africa,,
mond1265,Mondropolon,npn,language,Papunesia,-2.01359,146.931
mond1267,Mondzi,,language,Eurasia,23.446095,105.416304
mone1238,Monégasque,,dialect,Eurasia,,
mong1337,Mongala Poto,,dialect,Africa,,
mong1334,Mongbapele,,dialect,Africa,,
mong1333,Mong Leng,,dialect,Eurasia,,
mong1338,Mongo,lol,language,Africa,-1.54228,20.4259
mong1345,Mongoba-Kazibati,,language,Africa,2.80983,29.5637
mong1340,Mongo (Daju),,dialect,Africa,,
mong1339,Mongo (Kuranko),,dialect,Africa,,
mong1344,Mongol,mgt,language,Papunesia,-4.30038,143.965
mong1330,Mongolia Buriat,bxm,language,Eurasia,48.7686,109.005
mong1264,Mongolian Sign Language,msr,language,Eurasia,48.6852,107.528
mong1336,Mongo (Lusengo),,dialect,Africa,,
mong1342,Mongondow,mog,language,Papunesia,0.64616,124.114
mong1332,Mongsen Khari,,dialect,Eurasia,,
moni1261,Moni,mnz,language,Papunesia,-3.72962,136.886
moni1259,Monia,,dialect,Africa,,
monn1253,Mon (India),,dialect,Eurasia,,
moni1260,Moning,,dialect,Papunesia,,
mono1274,Mono,,dialect,Papunesia,,
mono1273,Mono-Alu,mte,language,Papunesia,-7.05102,155.76
mono1271,Monoarfu,,dialect,Papunesia,,
mono1269,Mono (Cameroon),mru,language,Africa,8.78372,14.2254
mono1270,Mono (Democratic Republic of Congo),mnh,language,Africa,4.57915,19.8264
mono1279,Monogoy,,dialect,Africa,,
mono1268,Monom,moo,language,Eurasia,14.5948,108.348
mono1275,Mono (USA),mnr,language,North America,37.1935,-119.347
monq1236,Monqui,,language,North America,,
mons1234,Monsang Naga,nmh,language,Eurasia,24.5322,94.2164
mont1268,Montagnais,moe,language,North America,49.0533,-68.7376
mont1269,Montauk,,dialect,North America,,
mont1270,Monterey,,dialect,North America,,
mont1271,Monte Verde Mixtec,,dialect,South America,,
mont1280,Montol,mtl,language,Africa,9.01778,9.65014
nucl1458,Monumbo,mxk,language,Papunesia,-4.2717,144.95
monn1251,Mon (Vietnam),,dialect,Eurasia,,
monz1250,Monzamboli,,dialect,Africa,,
monz1249,Monzombo,moj,language,Africa,3.19008,18.5129
monz1251,Monzón,,dialect,South America,,
mooo1239,Moo,gwg,language,Africa,9.44081,11.204
moom1238,Mooma,,dialect,Africa,,
moon1238,Moonde,,dialect,Africa,,
moor1246,Mo'or,,dialect,Papunesia,,
moor1245,Mooringer,,dialect,Eurasia,,
moos1236,Moose Cree,crm,language,North America,51.0686,-80.6912
mopa1243,Mopán Maya,mop,language,North America,16.3533,-89.0673
mopl1237,Moplah,,dialect,Eurasia,,
moqa1238,Moqaddam,,dialect,Eurasia,,
mora1239,Moraid,msg,language,Papunesia,-1.04083,131.965
mora1272,Morangia,,dialect,Eurasia,,
mora1271,Morangiya,,dialect,Eurasia,,
mora1270,Moravian Romani,,dialect,Eurasia,,
mora1273,Morawa,mze,language,Papunesia,-10.1321,148.671
morb1238,Morbo,,dialect,Africa,,
morb1239,Mor (Bomberai Peninsula),moq,language,Papunesia,-2.85747,132.845
more1254,Moreb,,dialect,Africa,,
more1257,Morela,,dialect,Papunesia,,
more1259,Morelos Nahuatl,nhm,language,North America,18.9161,-99.1322
more1262,Morerebi,xmo,language,South America,-8.66822,-61.3858
rori1237,Mores,rga,language,Papunesia,-15.4048,166.843
more1258,Moresada,msx,language,Papunesia,-4.57497,144.988
mori1270,Mori,,dialect,Papunesia,,
mori1269,Mori Atas,mzq,language,Papunesia,-2.2555,121.035
mori1268,Mori Bawah,xmz,language,Papunesia,-2.56016,121.37
mori1266,Morie,,dialect,Africa,,
mori1265,Morigele,,dialect,Eurasia,,
mori1271,Morigi,mdb,language,Papunesia,-7.62961,143.88
mori1273,Morike,,language,South America,-5.634573,-73.126831
mori1277,Moriko,,dialect,Africa,,
mori1272,Morioka,,dialect,Papunesia,,
mori1267,Moriori,,dialect,Papunesia,,
mori1278,Morisyen,mfe,language,Africa,-20.2613,57.5517
sout2987,Morley Stoney,,dialect,North America,,
morm1235,Mor (Mor Islands),mhz,language,Papunesia,-2.87055,135.95
moro1285,Moro,mor,language,Africa,10.9194,30.2138
moro1292,Moroccan Arabic,ary,language,Africa,32.5,-7.5
moro1242,Moroccan Sign Language,xms,language,Africa,32.139,-7.69607
moro1291,Morogata,,dialect,Papunesia,,
moro1284,Morokodo,mgc,language,Africa,5.5103,30.0229
moro1281,Morom,bdo,language,Africa,12.14611,17.64653
moro1287,Moronene,mqn,language,Papunesia,-4.62361,121.824
moro1280,Moronou,,dialect,Africa,,
iwur1240,Morop-Dintere,iwo,language,Papunesia,-5.11036,140.823
moro1290,Morotai,,dialect,Papunesia,,
moro1286,Morouas,mrp,language,Papunesia,-15.3498,166.891
mort1237,Mortlockese,mrl,language,Papunesia,7.35087,151.617
moru1253,Moru,mgd,language,Africa,5.1232,30.3287
moru1251,Moruba,,dialect,Africa,,
moru1254,Moruwa'di,,dialect,Africa,,
mosa1240,Mosang,,dialect,Eurasia,,
mose1249,Mosetén-Chimané,cas,language,South America,-14.64448,-67.83756
mosi1246,Mosieno,,dialect,Africa,,
mosi1248,Mosimo,mqv,language,Papunesia,-4.95226,145.605
mosk1236,Moskona,mtj,language,Papunesia,-1.62201,133.145
moss1236,Mossi,mos,language,Africa,10.4524,-1.17278
mota1237,Mota,mtt,language,Papunesia,-13.848538,167.694894
temb1272,Motembo-Kunda-Buja,tmv,language,Africa,2.0246,20.36849
moti1240,Motiem,,dialect,Africa,,
motk1236,Motki,,dialect,Eurasia,,
motm1238,Mot-Mar,,dialect,Africa,,
moto1243,Motozintleco,,dialect,South America,,
motu1246,Motu,meu,language,Papunesia,-9.67492,147.424
moug1238,Mougo,,dialect,Africa,,
mouk1240,Mouk,,dialect,Papunesia,,
mouk1239,Mouk-Aria,mwh,language,Papunesia,-5.71155,149.158
moun1252,Mountain Koiali,kpx,language,Papunesia,-9.06973,147.384
mouw1234,Mouwase,jmw,language,Papunesia,,
mova1237,Movar,,dialect,Africa,,
move1241,Move,,dialect,Papunesia,,
movi1243,Movima,mzp,language,South America,-13.8115,-65.6348
tang1347,Movono,tgp,language,Papunesia,-15.5643,166.958
mowo1238,Mowor,,dialect,Africa,,
moxe1238,Moxev,,dialect,Eurasia,,
moya1235,Moyadan Itneg,ity,language,Papunesia,17.4232,120.702
moyo1239,Moyo,,dialect,Africa,,
moyo1238,Moyon,nmo,language,Eurasia,24.4793,94.3421
moza1235,Mozambican Sign Language,mzy,language,Africa,-19.811,34.613
lomw1241,Mozambique Lomwe,ngl,language,Africa,-16.0381,37.2437
moza1249,Mozarabic,mxi,language,Eurasia,37.8763,-1.79724
mozo1238,Mozome,,dialect,Eurasia,,
mpad1242,Mpade,mpi,language,Africa,12.4609,14.5833
mpak1240,Mpaka,,dialect,Africa,,
mpal1237,Mpalityan-Lutigh,,language,Australia,-12.16733589,142.4853284
mpam1239,Mpama,,language,Africa,,
mpam1238,Mpama (Mongo),,dialect,Africa,,
mpar1238,Mparntwe Arrernte,,dialect,Australia,,
mpii1239,Mpi,mpz,language,Eurasia,18.1717,100.21
mpie1238,Mpiemo,mcx,language,Africa,3.45776,15.5246
mpoo1238,Mpo,,dialect,Africa,,
mpom1238,Mpomam,,dialect,Africa,,
mpon1252,Mpondo,,dialect,Africa,,
mpon1251,Mpondomse,,dialect,Africa,,
mpon1254,Mpongmpong,mgg,language,Africa,3.14015,14.866
mpon1253,Mpongo,,dialect,Africa,,
mpon1255,Mpongwe,,dialect,Africa,,
mpot1240,Mpoto,mpa,language,Africa,-11.1377,34.7127
mpot1241,Mpotovoro,mvt,language,Papunesia,-15.8988,167.232
mpra1235,Mpra,,language,Africa,8.867,-1.25
mpuu1241,Mpu,,dialect,Africa,,
mpur1239,Mpur,akc,language,Papunesia,-0.7489,133.166
mpus1238,Mpus,,dialect,Africa,,
mpuu1242,Mpuun,,dialect,Africa,,
mpye1238,Mpyemo,,dialect,Africa,,
mras1239,Mrassa,,dialect,Eurasia,,
mria1237,Mriak-Mriku,,dialect,Papunesia,,
mrim1238,Mrima,,dialect,Africa,,
mroo1239,Mro,,dialect,Eurasia,,
mroc1235,Mro Chin,cmr,language,Eurasia,19.71,93.995
mruu1242,Mru,mro,language,Eurasia,24.154,90.6317
mser1242,Mser,kqx,language,Africa,11.9765,15.0373
mtez1238,Mtezi,,dialect,Africa,,
mtir1236,Mt. Iraya Agta,atl,language,Papunesia,13.4588,123.552
mtir1235,Mt. Iriga Agta,agz,language,Papunesia,13.4566,123.463
mtiu1238,Mtiul,,dialect,Eurasia,,
tail1246,Muak,tlq,language,Eurasia,21.4293,100.985
mual1240,Mual,,dialect,Eurasia,,
mual1241,Mualang,mtd,language,Papunesia,0.31083,111.077
muan1234,Muangphe,,language,Eurasia,23.631962,105.182285
muat1238,Muaturaina,,dialect,Papunesia,,
muba1238,Mubami,tsx,language,Papunesia,-7.5501,142.998
mubi1246,Mubi,mub,language,Africa,12.6893,19.5902
mubi1239,Mubi (Foi),,dialect,Papunesia,,
muck1238,Muckleshoot,,dialect,North America,,
muda1235,Muda,ymd,language,Eurasia,21.95,100.6
mudb1240,Mudbura,mwd,language,Australia,-16.7694,132.329
mudh1235,Mudhili Gadaba,gau,language,Eurasia,18.276,83.378
mudu1240,Mudu,,dialect,Eurasia,,
mudu1242,Muduapa,wiv,language,Papunesia,-4.69751,149.489
mudu1239,Muduga,udg,language,Eurasia,,
mudu1241,Mudu Koraga,vmd,language,Eurasia,12.6224,75.1061
muel1234,Muellamues,,language,South America,,
muer1238,Muerzong,,dialect,Eurasia,,
mufi1238,Mufian,aoj,language,Papunesia,-3.57932,142.955
mufw1238,Mufwa,,dialect,Africa,,
muga1241,Mugali,,dialect,Eurasia,,
muga1242,Mugange,,dialect,Africa,,
mugh1243,Mughaja,,dialect,Africa,,
mugh1242,Mughalbandi,,dialect,Eurasia,,
mugo1238,Mugom,muk,language,Eurasia,30.8983,79.4664
mugu1243,Muguani,,dialect,Papunesia,,
mugu1242,Muguji,,dialect,Africa,,
muhu1241,Muhura,,dialect,Africa,,
muin1242,Muinane,bmr,language,South America,-0.8652,-72.4249
muir1238,Muirin,,dialect,Eurasia,,
muji1236,Muji Yi,ymj,language,,,
muka1237,Mukah-Oya,,dialect,Papunesia,,
mukh1238,Mukha-Dora,mmk,language,Eurasia,17.4467,81.5663
mukl1234,Muklom,,language,Eurasia,,
muko1237,Muko-Muko,vmo,language,,,
mukr1239,Mukri,,dialect,Eurasia,,
muku1240,Mukula (Zambia),,dialect,Africa,,
muku1242,Mukulu,moz,language,Africa,11.8644,18.1822
mula1254,Mulaha,mfw,language,Papunesia,-9.68333,147.45
mula1253,Mulam,mlm,language,Eurasia,24.8151,108.928
mule1238,Mulenge,,dialect,Africa,,
mulg1243,Mulgaon-Wangtang,,dialect,Eurasia,,
mull1237,Mullukmulluk,mpb,language,Australia,-13.2973,130.615
mull1244,Mullu Kurumba,kpb,language,Eurasia,11.29,76.7
mulo1238,Mulonga,,dialect,Africa,,
muls1238,Mulsom,,dialect,Eurasia,,
mult1243,Multani,,dialect,Eurasia,,
mulu1242,Mulung,,dialect,Eurasia,,
mulu1243,Muluridyi,vmu,language,Australia,-17.0601,145.329
muly1238,Mulyen,,dialect,Africa,,
mumm1238,Mum,kqa,language,Papunesia,-4.83462,145.059
mumo1239,Mumoni,,dialect,Africa,,
nucl1240,Mumuye,mzm,language,Africa,8.90347,11.71545
mumv1239,Mumviri,,dialect,Eurasia,,
muna1247,Muna,mnb,language,Papunesia,-5.40419,122.541
